district,division,season,year,rainfall_mm_seasonal,temp_max_avg_C,temp_min_avg_C,humidity_avg_pct,dry_spell_days,rainfall_deviation_pct,onset_monsoon_deviation_days,fog_days,soil_type,soil_pH,organic_carbon_pct,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,soil_moisture_pct,ec_dS_m,crop_name,sowing_date_deviation,irrigation_type,seed_variety,fertilizer_kg_ha,pesticide_applications,previous_crop,ndvi_sowing,ndvi_peak,ndvi_delta,ndvi_stress_weeks,humidity_streak_days,temp_disease_window,prev_season_disease,pest_alert_issued,yield_kg_per_hectare,disease_risk_score,disease_risk_label,scenario,rainfall_adequacy_ratio,growing_degree_days,vapour_pressure_deficit,soil_crop_suitability_score,irrigation_efficiency_score,pest_pressure_index,yield_lag_1yr,ndvi_anomaly,crop_name_encoded,irrigation_type_encoded,seed_variety_encoded,previous_crop_encoded,season_encoded,soil_type_Deep Black Cotton,soil_type_Laterite,soil_type_Medium Black,soil_type_Red,soil_type_Red Laterite,division_Aurangabad,division_Konkan,division_Nagpur,division_Nashik,division_Pune
Pune,Pune,Kharif,2016,0.09513682370880203,-1.4673376917176508,-1.0897256166323235,-0.6212829068115151,-0.26853587003573137,0.39956407637860825,-0.02252552185424372,-0.20729425193692047,Deep Black Cotton,7.2,0.49,266.5,32.1,490.3,21.5,0.78,Soybean,-1,canal,HYV,198.0,2,Grapes,0.42857142857142855,0.36363636363636365,0.38709677419354843,0.2,16,19,1,1,840.7,0.98,Critical,pest_outbreak,1.581,1560.0,2.165,0.9,0.6,10.133,1256.1,-0.139,5,0,2,1,0,True,False,False,False,False,False,False,False,False,True
Pune,Pune,Year-Round,2016,-0.7792912119704166,0.8726803645906761,0.8692219778018732,-0.4065356192055427,-0.13156092019895704,0.6078861055244712,-0.02252552185424372,-0.20729425193692047,Medium Black,7.0,0.4,153.9,17.7,408.5,22.2,0.39,Sugarcane,0,rainfed,HYV,149.5,6,Onion,0.31428571428571433,0.4545454545454546,0.5322580645161291,0.0,9,7,0,0,55549.3,0.239,Low,normal,0.05,2214.0,2.826,0.9,0.4,2.1,55603.0,-0.089,6,3,2,3,2,False,False,True,False,False,False,False,False,False,True
Pune,Pune,Kharif,2016,0.06591760679175691,-1.1330493979593192,-1.0045539820917058,0.5240359604203398,-0.13156092019895704,0.3069765078693359,-2.372610894688743,-0.20729425193692047,Medium Black,6.6,0.56,197.7,28.8,307.9,29.5,0.64,Jowar,2,sprinkler,Desi,260.3,1,Rice,0.45714285714285713,0.7454545454545454,0.7096774193548389,0.0,0,0,0,0,1075.4,0.0,Low,normal,1.728,1626.0,1.323,0.9,0.85,0.0,1305.7,0.071,2,4,1,4,0,False,False,True,False,False,False,False,False,False,True
Satara,Pune,Kharif,2016,-0.15909900976058589,-1.4673376917176508,-1.1748972511729405,1.6395288154846976,-0.9534106192196029,-0.4047904250456954,2.0925513136968057,-0.20729425193692047,Medium Black,7.3,0.54,225.6,17.4,436.6,34.2,0.72,Soybean,-9,drip,Desi,170.3,5,Cotton,0.8857142857142857,0.9454545454545453,0.6451612903225807,0.0,9,17,0,0,1734.8,0.31,Medium,normal,1.187,1548.0,0.374,0.9,1.0,5.1,1768.1,0.171,5,1,1,0,0,False,False,True,False,False,False,False,False,False,True
Satara,Pune,Year-Round,2016,-0.812377678185306,0.2783900645758628,0.8266361605315655,-1.3609680085654217,0.14238897947459156,-0.1762148652884293,-0.02252552185424372,-0.20729425193692047,Medium Black,6.7,0.33,168.8,25.4,368.3,25.8,0.35,Sugarcane,0,sprinkler,BT,117.6,5,Onion,0.6857142857142857,0.9090909090909092,0.7258064516129032,0.2,4,2,0,0,69093.8,0.177,Low,normal,0.039,2112.0,3.573,0.9,0.85,0.267,63002.1,0.151,6,4,0,3,2,False,False,True,False,False,False,False,False,False,True
Satara,Pune,Kharif,2016,-0.07616799704014895,-0.3530433791898768,-0.40835254030738566,0.2734974582133714,-0.54248576970928,-0.1443878886133669,-0.02252552185424372,-0.20729425193692047,Medium Black,6.6,0.52,156.7,12.3,427.9,24.8,0.53,Jowar,0,sprinkler,Hybrid,108.5,4,Soybean,0.8571428571428572,0.4363636363636364,0.20967741935483875,0.0,6,4,0,0,1315.4,0.167,Low,normal,1.48,1836.0,1.722,0.9,0.85,0.8,1167.0,-0.109,2,4,3,5,0,False,False,True,False,False,False,False,False,False,True
Sangli,Pune,Kharif,2016,0.014211051365025028,-0.7244748166991348,-0.2380092712261502,0.8700177015632957,-0.54248576970928,0.14205490146219452,-2.842627969255643,-0.20729425193692047,Deep Black Cotton,7.4,0.44,269.2,15.2,300.3,36.5,1.2,Soybean,1,sprinkler,BT,165.9,1,Rice,1.0,0.4727272727272729,0.16129032258064518,0.2,8,21,0,0,1372.7,0.458,Medium,normal,1.456,1800.0,1.1,0.9,0.85,5.6,1187.0,-0.086,5,4,0,4,0,True,False,False,False,False,False,False,False,False,True
Sangli,Pune,Year-Round,2016,-0.7999165415589191,1.4298275208545632,2.146796495911132,-0.19178833159956987,-0.6794607195460542,0.1189080093348764,-0.02252552185424372,-0.20729425193692047,Medium Black,7.7,0.46,229.0,23.8,285.9,25.7,0.65,Sugarcane,0,furrow,HYV,193.8,3,Rice,0.7428571428571429,0.9818181818181817,0.7580645161290324,0.2,1,2,1,0,76912.5,0.391,Medium,normal,0.043,2484.0,2.802,0.7,0.65,0.067,62920.0,0.194,6,2,2,4,2,False,False,True,False,False,False,False,False,False,True
Sangli,Pune,Kharif,2016,-0.021883275414854332,-0.6873316729482085,-1.4729979720651014,0.36894069714935895,0.14238897947459156,0.029213802341518803,1.387525701846456,-0.20729425193692047,Medium Black,6.6,0.56,247.1,26.9,444.9,31.9,0.71,Jowar,1,canal,BT,249.1,2,Soybean,0.9714285714285713,0.36363636363636365,0.08064516129032259,0.4,7,6,1,0,952.2,0.553,High,normal,1.574,1632.0,1.553,0.9,0.6,1.4,1007.2,-0.146,2,0,0,5,0,False,False,True,False,False,False,False,False,False,True
Solapur,Pune,Kharif,2016,0.07164686501078538,-1.2444788292120954,-0.0676660021449163,-0.1977535340330692,-0.26853587003573137,0.3243366769648245,-0.4925425964211436,-0.20729425193692047,Medium Black,7.6,0.42,229.8,29.5,418.1,33.2,0.63,Soybean,5,furrow,Hybrid,283.1,4,Cotton,0.8857142857142857,0.4,0.16129032258064518,0.4,22,21,1,1,965.8,0.98,Critical,pest_outbreak,1.545,1740.0,1.893,0.7,0.65,15.4,1286.1,-0.12,5,2,3,0,0,False,False,True,False,False,False,False,False,False,True
Solapur,Pune,Year-Round,2016,-0.8026379392129576,0.16696063332308383,2.104210678640824,-0.26933596323505987,0.2793639293113659,0.05525405598475166,-0.02252552185424372,-0.20729425193692047,Medium Black,7.3,0.47,182.6,23.5,250.4,34.4,0.34,Sugarcane,7,rainfed,HYV,152.6,4,Tur Dal,0.7714285714285714,0.6000000000000001,0.40322580645161293,0.4,6,6,0,1,53747.9,0.468,Medium,normal,0.042,2274.0,2.41,0.9,0.4,1.2,69243.5,-0.01,6,3,2,7,2,False,False,True,False,False,False,False,False,False,True
Solapur,Pune,Kharif,2016,-0.11713219330620248,-0.8359042479519112,-0.7064532611995458,-0.2514403559345623,0.14238897947459156,-0.27169579531361643,-1.6675852828383932,-0.20729425193692047,Deep Black Cotton,8.4,0.51,225.9,28.1,468.9,25.1,0.55,Jowar,5,rainfed,Hybrid,176.3,2,Soybean,1.0,0.6909090909090909,0.3548387096774194,0.0,5,2,0,0,1194.3,0.076,Low,normal,1.408,1716.0,2.06,0.4,0.4,0.333,1431.7,0.04,2,3,3,5,0,True,False,False,False,False,False,False,False,False,True
Kolhapur,Pune,Kharif,2016,-0.08533481019059447,-1.0587631104574664,-1.1748972511729405,-0.3767096070380465,-0.26853587003573137,-0.17332150377251448,-0.4925425964211436,-0.20729425193692047,Deep Black Cotton,7.9,0.44,226.2,33.3,341.0,29.2,0.71,Soybean,-2,rainfed,HYV,273.4,3,Rice,0.8,0.9818181818181817,0.7258064516129032,0.0,6,18,0,0,1788.3,0.278,Medium,normal,1.301,1614.0,2.098,0.7,0.4,3.6,1303.4,0.202,5,3,2,4,0,True,False,False,False,False,False,False,False,False,True
Kolhapur,Pune,Year-Round,2016,-0.8002030044698706,0.4269626395795655,0.9118077950721825,-2.2796091833243053,-0.54248576970928,0.1131212863030469,-0.02252552185424372,-0.20729425193692047,Medium Black,7.5,0.43,231.7,24.5,435.2,29.2,0.45,Sugarcane,2,drip,HYV,163.0,3,Onion,0.9428571428571428,0.8181818181818181,0.5000000000000001,0.0,7,7,0,0,75435.9,0.154,Low,normal,0.043,2148.0,4.618,0.9,1.0,1.633,60005.3,0.112,6,1,2,3,2,False,False,True,False,False,False,False,False,False,True
Kolhapur,Pune,Kharif,2016,-0.10839507452218404,-1.0216199667065402,-0.32318090576676795,0.8580872966962971,0.005414029637817257,-0.2456555416703835,-1.6675852828383932,-0.20729425193692047,Medium Black,7.4,0.45,169.9,21.8,444.8,28.9,0.5,Jowar,3,rainfed,Desi,110.4,3,Sugarcane,0.9714285714285713,0.4545454545454546,0.16129032258064518,0.2,7,7,0,0,1416.7,0.259,Medium,normal,1.424,1740.0,1.062,0.9,0.4,1.633,1279.0,-0.088,2,3,1,6,0,False,False,True,False,False,False,False,False,False,True
Chhatrapati Sambhajinagar,Aurangabad,Kharif,2016,-0.0949313177074672,0.46410578333049185,-0.32318090576676795,-0.44829203624003716,-0.6794607195460542,0.6049927440085564,-2.137602357405293,-0.20729425193692047,Medium Black,6.8,0.63,158.1,27.6,366.1,24.2,0.53,Soybean,6,furrow,BT,289.8,4,Tur Dal,0.7428571428571429,0.8909090909090909,0.6774193548387097,0.0,4,7,1,0,1636.9,0.286,Medium,normal,1.286,1980.0,2.707,1.0,0.65,0.933,698.2,0.165,5,2,0,7,0,False,False,True,False,False,True,False,False,False,False
Chhatrapati Sambhajinagar,Aurangabad,Kharif,2016,-0.3430081985913994,0.35267635207771286,0.14526308420662684,0.1959498265778814,-0.4055108198725057,-0.422150594141184,1.1525171645630061,-0.20729425193692047,Deep Black Cotton,8.3,0.55,267.6,21.8,339.4,26.6,0.85,Cotton,7,sprinkler,BT,206.6,2,Sugarcane,0.45714285714285713,0.8909090909090909,0.8387096774193549,0.2,1,3,0,1,344.0,0.237,Low,normal,0.579,2028.0,1.992,0.7,0.85,0.1,176.9,0.165,0,4,0,6,0,True,False,False,False,False,True,False,False,False,False
Chhatrapati Sambhajinagar,Aurangabad,Kharif,2016,-0.24532434595696417,-0.09304137293339518,0.5285354396394039,-0.7107609433140039,-0.13156092019895704,-0.017079981913117378,0.44749155271265617,-0.20729425193692047,Medium Black,7.0,0.33,202.5,22.7,397.0,21.8,0.55,Tur Dal,8,rainfed,Hybrid,155.4,4,Jowar,0.42857142857142855,0.8545454545454545,0.8225806451612904,0.0,12,2,0,0,909.1,0.27,Medium,normal,1.184,2010.0,2.749,0.9,0.4,0.8,452.2,0.145,7,3,3,2,0,False,False,True,False,False,True,False,False,False,False
Chhatrapati Sambhajinagar,Aurangabad,Kharif,2016,-0.16167717595914863,-0.3530433791898768,-0.2380092712261502,-0.6332133116785138,-0.54248576970928,0.330123399996654,-0.4925425964211436,-0.20729425193692047,Medium Black,6.9,0.42,231.1,27.0,315.9,26.9,0.28,Jowar,0,sprinkler,BT,228.1,1,Soybean,0.42857142857142855,0.38181818181818183,0.40322580645161293,0.2,4,2,1,0,1194.6,0.337,Medium,normal,1.33,1860.0,2.572,0.9,0.85,0.267,492.0,-0.115,2,4,0,5,0,False,False,True,False,False,True,False,False,False,False
Jalna,Aurangabad,Kharif,2016,-0.29187456898657044,-0.13018451668432152,0.741464525990947,0.7208876407258147,0.14238897947459156,-0.21093520347940642,-0.25753405913769367,-0.20729425193692047,Deep Black Cotton,7.6,0.69,228.1,26.1,468.3,24.1,1.19,Soybean,3,rainfed,HYV,213.5,5,Sugarcane,0.42857142857142855,0.5636363636363637,0.5645161290322581,0.2,2,1,0,0,1326.3,0.352,Medium,normal,0.981,2034.0,1.347,0.8,0.4,0.067,681.7,0.021,5,3,2,6,0,True,False,False,False,False,True,False,False,False,False
Jalna,Aurangabad,Kharif,2016,-0.2983199844829774,0.5383920708323419,0.1026772669363176,-0.13213630726457742,-0.26853587003573137,-0.23697545712263932,-0.9625596709880434,-0.20729425193692047,Deep Black Cotton,7.5,0.63,221.0,20.6,355.0,36.0,1.18,Cotton,-1,drip,Desi,224.5,2,Tur Dal,0.9142857142857141,0.8727272727272728,0.5645161290322581,0.2,18,4,1,1,383.0,0.94,Critical,pest_outbreak,0.624,2052.0,2.398,1.0,1.0,2.4,165.2,0.191,0,1,1,7,0,True,False,False,False,False,True,False,False,False,False
Jalna,Aurangabad,Kharif,2016,-0.2378763102722272,0.24124692082493648,-0.2805950884964594,-0.13213630726457742,-0.8164356693828286,0.014746994761944996,0.44749155271265617,-0.20729425193692047,Deep Black Cotton,7.4,0.74,232.2,26.1,476.1,38.4,1.04,Tur Dal,0,furrow,Desi,265.8,1,Soybean,0.3714285714285715,0.36363636363636365,0.41935483870967744,0.0,2,4,0,0,1017.2,0.058,Low,normal,1.198,1950.0,2.296,1.0,0.65,0.267,484.6,-0.089,7,2,1,5,0,True,False,False,False,False,True,False,False,False,False
Jalna,Aurangabad,Kharif,2016,-0.3487374568104279,-0.5387590979445058,0.6988787087206393,0.6015835920558298,0.14238897947459156,-0.44529748626850213,0.6825000899961061,-0.20729425193692047,Deep Black Cotton,7.0,0.63,268.1,19.4,336.7,35.4,0.53,Jowar,8,sprinkler,Desi,172.4,4,Onion,0.3714285714285715,0.49090909090909074,0.5322580645161291,0.4,4,0,0,0,1018.1,0.269,Medium,normal,1.004,1962.0,1.376,1.0,0.85,0.0,454.7,-0.019,2,4,1,3,0,True,False,False,False,False,True,False,False,False,False
Beed,Aurangabad,Kharif,2016,-0.2461837346898185,-0.16732766043524783,0.9969794296127994,0.10050658764189299,-0.54248576970928,-0.019973343429032144,-0.7275511337045936,-0.20729425193692047,Medium Black,7.6,0.51,177.3,15.8,309.1,32.0,0.43,Soybean,4,drip,Desi,223.2,2,Cotton,0.8,0.6909090909090909,0.467741935483871,0.0,3,3,1,0,1607.2,0.341,Medium,normal,1.052,2064.0,1.937,0.7,1.0,0.3,550.9,0.068,5,1,1,0,0,False,False,True,False,False,True,False,False,False,False
Beed,Aurangabad,Kharif,2016,-0.11355140691930969,-0.6501885291972822,-0.4509383575776941,0.3212190776813652,-0.26853587003573137,0.5297653445947726,0.21248301542920622,-0.20729425193692047,Medium Black,7.1,0.61,226.2,21.3,435.7,20.3,0.34,Cotton,1,canal,Hybrid,156.1,3,Rice,0.6857142857142857,0.36363636363636365,0.24193548387096775,0.2,4,13,0,1,337.6,0.464,Medium,normal,0.808,1782.0,1.605,1.0,0.6,1.733,165.8,-0.113,0,0,3,4,0,False,False,True,False,False,True,False,False,False,False
Beed,Aurangabad,Kharif,2016,-0.1953365679959409,-0.24161394793709784,0.4007779878284792,0.3212190776813652,-0.8164356693828286,0.1883486857168307,-1.6675852828383932,-0.20729425193692047,Medium Black,6.7,0.67,177.5,21.6,263.3,23.5,0.28,Tur Dal,4,drip,HYV,280.7,2,Tur Dal,1.0,0.6363636363636365,0.3064516129032258,0.2,7,4,1,0,969.8,0.5,High,normal,1.272,1968.0,1.706,1.0,1.0,0.933,432.4,0.037,7,1,2,7,0,False,False,True,False,False,True,False,False,False,False
Beed,Aurangabad,Kharif,2016,-0.30104138213701603,0.05553120207030749,0.6562928914503301,-0.32302278513655297,-0.54248576970928,-0.2485489031862983,-0.02252552185424372,-0.20729425193692047,Medium Black,7.3,0.51,201.9,19.0,343.7,27.7,0.76,Jowar,0,canal,Hybrid,170.3,4,Jowar,0.5428571428571429,1.0,0.8870967741935485,0.0,7,5,0,0,1323.8,0.13,Low,normal,1.087,2052.0,2.424,0.9,0.6,1.167,693.2,0.237,2,0,3,2,0,False,False,True,False,False,True,False,False,False,False
Latur,Aurangabad,Kharif,2016,-0.24460818867958564,0.31553320832678916,0.18784890147693606,-1.0388470771564622,-0.13156092019895704,-0.014186620397202627,-0.02252552185424372,-0.20729425193692047,Deep Black Cotton,8.0,0.65,181.9,22.1,320.0,26.0,0.36,Soybean,0,sprinkler,Hybrid,250.5,4,Grapes,0.9142857142857141,0.6181818181818182,0.33870967741935487,0.0,7,1,0,0,1542.4,0.105,Low,normal,1.054,2028.0,3.259,0.8,0.85,0.233,509.9,0.032,5,4,3,1,0,True,False,False,False,False,True,False,False,False,False
Latur,Aurangabad,Kharif,2016,-0.3113540469312672,-0.2787570916880242,0.9118077950721825,-0.9672646479544715,-0.26853587003573137,-0.2919493259250197,-1.6675852828383932,-0.20729425193692047,Deep Black Cotton,8.0,0.66,188.5,34.0,321.4,31.3,0.6,Cotton,-3,furrow,HYV,163.3,0,Cotton,1.0,0.7454545454545454,0.40322580645161293,0.0,6,1,0,0,345.5,0.193,Low,normal,0.611,2034.0,2.917,1.0,0.65,0.2,201.0,0.102,0,2,2,0,0,True,False,False,False,False,True,False,False,False,False
Latur,Aurangabad,Kharif,2016,-0.31966147134885853,-0.3159002354389505,-0.0676660021449163,-1.003055862555467,-0.54248576970928,-0.32666966411599685,-0.4925425964211436,-0.20729425193692047,Deep Black Cotton,7.5,0.56,236.4,22.5,455.0,37.7,0.35,Tur Dal,-7,canal,BT,256.5,3,Grapes,1.0,0.5636363636363637,0.24193548387096775,0.0,8,2,1,0,997.1,0.28,Medium,normal,1.055,1890.0,2.935,0.9,0.6,0.533,464.0,0.002,7,0,0,1,0,True,False,False,False,False,True,False,False,False,False
Latur,Aurangabad,Kharif,2016,-0.13732782852827766,-0.2787570916880242,0.6988787087206393,0.5001751506863424,-0.4055108198725057,0.42849769153775585,0.6825000899961061,-0.20729425193692047,Medium Black,7.5,0.56,211.2,24.0,297.4,23.9,0.58,Jowar,-8,canal,Desi,284.9,1,Onion,0.7714285714285714,0.6545454545454545,0.45161290322580644,0.2,7,6,0,0,1411.0,0.264,Medium,normal,1.373,2004.0,1.527,0.9,0.6,1.4,674.2,0.052,2,0,1,3,0,False,False,True,False,False,True,False,False,False,False
Dharashiv,Aurangabad,Kharif,2016,-0.1649714994350901,-0.3159002354389505,0.31560635328786074,0.10647179007539274,-0.54248576970928,0.3156565924170802,-0.4925425964211436,-0.20729425193692047,Medium Black,6.8,0.58,176.9,28.4,309.6,26.1,0.7,Soybean,5,rainfed,HYV,83.4,4,Soybean,0.31428571428571433,0.5636363636363637,0.6290322580645162,0.2,3,20,0,0,1333.0,0.402,Medium,normal,1.178,1944.0,1.889,0.9,0.4,2.0,763.4,0.0,5,3,2,5,0,False,False,True,False,False,True,False,False,False,False
Dharashiv,Aurangabad,Kharif,2016,-0.3046221685239088,-0.018755085431545162,0.31560635328786074,0.016993753572904093,-0.4055108198725057,-0.2630157107658721,0.21248301542920622,-0.20729425193692047,Medium Black,6.8,0.6,179.9,26.5,356.8,30.9,0.37,Cotton,-1,furrow,BT,105.3,1,Cotton,0.8571428571428572,0.8363636363636364,0.5645161290322581,0.4,14,6,1,1,309.9,1.0,Critical,pest_outbreak,0.618,1992.0,2.063,0.9,0.65,2.8,137.5,0.15,0,2,0,0,0,False,False,True,False,False,True,False,False,False,False
Dharashiv,Aurangabad,Kharif,2016,-0.24031124501531428,-0.4644728104426532,0.18784890147693606,-0.49601365570803135,-0.8164356693828286,0.003173548698285945,0.44749155271265617,-0.20729425193692047,Deep Black Cotton,8.2,0.68,182.6,24.0,465.9,34.8,0.67,Tur Dal,-2,rainfed,HYV,86.5,2,Cotton,0.31428571428571433,0.9454545454545453,0.9677419354838712,0.4,7,2,0,0,1009.6,0.26,Medium,normal,1.193,1902.0,2.403,0.8,0.4,0.467,360.6,0.21,7,3,2,0,0,True,False,False,False,False,True,False,False,False,False
Dharashiv,Aurangabad,Kharif,2016,-0.2596474915045353,0.5755352145832682,0.017505632395700646,-1.0746382917574577,-0.26853587003573137,-0.07784057374732739,2.327559850980256,-0.20729425193692047,Medium Black,6.8,0.65,175.8,29.5,369.5,15.1,0.22,Jowar,-1,rainfed,HYV,257.9,1,Sugarcane,0.42857142857142855,0.9272727272727275,0.8870967741935485,0.2,3,0,0,1,1254.7,0.317,Medium,normal,1.16,2046.0,3.424,0.9,0.4,0.0,439.4,0.2,2,3,2,6,0,False,False,True,False,False,True,False,False,False,False
Nanded,Aurangabad,Kharif,2016,-0.2630850464359525,0.2783900645758628,-0.19542345395584249,-0.6033872995110175,0.4163388791481402,-0.0923073813269012,1.1525171645630061,-0.20729425193692047,Deep Black Cotton,8.1,0.67,205.8,33.4,412.7,27.1,0.45,Soybean,0,furrow,Hybrid,259.8,2,Cotton,0.6571428571428573,1.0,0.8225806451612904,0.2,1,3,1,0,1627.8,0.375,Medium,normal,1.025,1968.0,2.793,0.8,0.65,0.1,807.3,0.256,5,2,3,0,0,True,False,False,False,False,True,False,False,False,False
Nanded,Aurangabad,Kharif,2016,-0.10467105667981551,0.20410377707401017,0.1026772669363176,-0.8300649919839886,-0.54248576970928,0.5644856827857497,-0.7275511337045936,-0.20729425193692047,Deep Black Cotton,7.3,0.43,207.1,23.0,388.2,32.4,1.11,Cotton,4,drip,HYV,290.5,1,Onion,0.9142857142857141,0.509090909090909,0.24193548387096775,0.2,3,6,0,0,534.7,0.145,Low,normal,0.817,1998.0,2.994,0.9,1.0,0.6,212.4,-0.014,0,1,2,3,0,True,False,False,False,False,True,False,False,False,False
Nanded,Aurangabad,Kharif,2016,-0.14477586421301472,-0.39018652294080314,0.5285354396394039,0.0289241584399019,0.005414029637817257,0.39956407637860825,0.6825000899961061,-0.20729425193692047,Deep Black Cotton,7.4,0.59,203.6,19.9,466.6,31.0,1.07,Tur Dal,0,furrow,Desi,174.1,2,Grapes,0.5714285714285714,0.9090909090909092,0.7903225806451614,0.0,6,2,1,1,1095.3,0.422,Medium,normal,1.36,1962.0,1.941,0.9,0.65,0.4,382.0,0.206,7,2,1,1,0,True,False,False,False,False,True,False,False,False,False
Nanded,Aurangabad,Kharif,2016,-0.35031300282066075,0.16696063332308383,0.6562928914503301,-1.0865686966244563,-0.13156092019895704,-0.45397757081624635,-1.1975682082714934,-0.20729425193692047,Medium Black,6.6,0.4,167.8,15.1,373.3,26.3,0.31,Jowar,0,drip,Desi,195.0,4,Sugarcane,0.6571428571428573,0.8,0.6451612903225807,0.0,5,3,0,1,1608.6,0.28,Medium,normal,1.001,2070.0,3.237,0.9,1.0,0.5,659.4,0.146,2,1,1,6,0,False,False,True,False,False,True,False,False,False,False
Parbhani,Aurangabad,Kharif,2016,-0.24589727177886708,0.018388058319381166,0.4433638050987869,0.6731660212578209,0.005414029637817257,-0.019973343429032144,0.6825000899961061,-0.20729425193692047,Deep Black Cotton,7.9,0.77,243.2,23.6,413.4,36.6,0.59,Soybean,-7,rainfed,BT,299.8,7,Tur Dal,0.6571428571428573,0.709090909090909,0.5645161290322581,0.0,6,6,0,1,1270.2,0.313,Medium,normal,1.052,2016.0,1.424,0.8,0.4,1.2,648.4,0.091,5,3,0,7,0,True,False,False,False,False,True,False,False,False,False
Parbhani,Aurangabad,Kharif,2016,-0.09478808625199145,0.7612509333378972,0.31560635328786074,-0.23354474863406433,-0.54248576970928,0.6078861055244712,-0.4925425964211436,-0.20729425193692047,Deep Black Cotton,7.2,0.74,191.4,25.3,404.2,39.4,0.89,Cotton,-4,drip,BT,181.3,4,Onion,0.7142857142857144,0.5636363636363637,0.40322580645161293,0.2,21,5,1,1,381.6,0.977,Critical,pest_outbreak,0.827,2118.0,2.589,1.0,1.0,3.5,131.9,0.011,0,1,0,3,0,True,False,False,False,False,True,False,False,False,False
Parbhani,Aurangabad,Kharif,2016,-0.11068677780979547,-0.3530433791898768,-0.11025181941522554,-0.5019788581415303,-0.26853587003573137,0.5413387906584316,-0.4925425964211436,-0.20729425193692047,Medium Black,7.5,0.57,237.6,27.2,291.0,31.6,0.31,Tur Dal,1,canal,HYV,123.9,3,Rice,0.45714285714285713,0.8909090909090909,0.8387096774193549,0.2,17,3,1,1,963.8,1.0,Critical,pest_outbreak,1.42,1878.0,2.449,0.9,0.6,1.7,446.8,0.191,7,0,2,4,0,False,False,True,False,False,True,False,False,False,False
Parbhani,Aurangabad,Kharif,2016,-0.3249610352014598,0.24124692082493648,0.741464525990947,-0.9434038382204747,-0.4055108198725057,-0.3469231947274002,-0.25753405913769367,-0.20729425193692047,Deep Black Cotton,7.1,0.64,217.2,22.7,476.9,37.1,0.84,Jowar,0,furrow,Hybrid,181.1,2,Soybean,0.5142857142857145,0.6363636363636365,0.5806451612903227,0.0,0,0,0,1,1304.6,0.156,Low,normal,1.045,2094.0,3.126,1.0,0.65,0.0,602.5,0.051,2,2,3,5,0,True,False,False,False,False,True,False,False,False,False
Hingoli,Aurangabad,Kharif,2016,-0.16955490601031276,-0.4644728104426532,0.4007779878284792,0.6612356163908223,-0.54248576970928,0.2954030618056769,0.9175086272795561,-0.20729425193692047,Medium Black,7.5,0.52,245.3,18.5,415.6,29.8,0.73,Soybean,-1,rainfed,HYV,259.3,2,Soybean,0.28571428571428575,0.8727272727272728,0.9193548387096776,0.0,4,20,1,0,1362.2,0.476,Medium,normal,1.17,1932.0,1.336,0.9,0.4,2.667,848.7,0.164,5,3,2,5,0,False,False,True,False,False,True,False,False,False,False
Hingoli,Aurangabad,Kharif,2016,-0.3647793798237076,-0.2787570916880242,0.18784890147693606,0.41666231661735276,-0.8164356693828286,-0.5118448011345416,1.622534239129906,-0.20729425193692047,Deep Black Cotton,7.5,0.71,190.7,19.6,301.7,39.4,0.83,Cotton,4,drip,Hybrid,279.8,3,Sugarcane,0.31428571428571433,0.8727272727272728,0.9032258064516131,0.2,8,6,1,0,323.0,0.496,Medium,normal,0.558,1932.0,1.606,1.0,1.0,1.6,221.9,0.164,0,1,3,6,0,True,False,False,False,False,True,False,False,False,False
